Region,Ad,Subject,Y
NE,4,3916,0
NE,4,3917,0
NE,4,3918,0
NE,4,3919,0
NE,4,3920,0
NE,4,3921,1
NE,4,3922,0
NE,4,3923,0
NE,4,3924,0
NE,4,3925,0
NE,4,3926,0
NE,4,3927,0
NE,4,3928,0
NE,4,3929,1
NE,4,3930,1
NE,4,3931,1
NE,4,3932,1
NE,4,3933,1
NE,4,3934,0
NE,4,3935,1
NE,4,3936,0
NE,4,3937,1
NE,4,3938,0
NE,4,3939,1
NE,4,3940,1
NE,4,3941,0
NE,4,3942,0
NE,4,3943,1
NE,4,3944,0
NE,4,3945,0
NE,4,3946,0
NE,4,3947,0
NE,4,3948,1
NE,4,3949,0
NE,4,3950,0
NE,4,3951,0
NE,4,3952,0
NE,4,3953,0
NE,4,3954,0
NE,4,3955,1
NE,4,3956,1
NE,4,3957,1
NE,4,3958,0
NE,4,3959,0
NE,4,3960,0
NE,4,3961,0
NE,4,3962,0
NE,4,3963,0
NE,4,3964,1
NE,4,3965,0
NE,4,3966,0
NE,4,3967,0
NE,4,3968,1
NE,4,3969,0
NE,4,3970,1
NE,4,3971,0
NE,4,3972,0
NE,4,3973,0
NE,4,3974,0
NE,4,3975,1
NE,4,3976,0
NE,4,3977,0
NE,4,3978,0
NE,4,3979,1
NE,4,3980,1
NE,4,3981,0
NE,4,3982,0
NE,4,3983,0
NE,4,3984,1
NE,4,3985,0
NE,4,3986,0
NE,4,3987,0
NE,4,3988,1
NE,4,3989,0
NE,4,3990,0
NE,4,3991,0
NE,4,3992,0
NE,4,3993,1
NE,4,3994,0
NE,4,3995,0
NE,4,3996,0
NE,4,3997,0
NE,4,3998,1
NE,4,3999,0
NE,4,4000,1
NE,4,4001,0
NE,4,4002,0
NE,4,4003,0
NE,4,4004,1
NE,4,4005,0
NE,4,4006,0
NE,4,4007,0
NE,4,4008,0
NE,4,4009,1
NE,4,4010,0
NE,4,4011,0
NE,4,4012,0
NE,4,4013,0
NE,4,4014,1
NE,4,4015,0
NE,4,4016,0
NE,4,4017,0
NE,4,4018,1
NE,4,4019,0
NE,4,4020,1
NE,4,4021,0
NE,4,4022,1
NE,4,4023,0
NE,4,4024,0
NE,4,4025,0
NE,4,4026,1
NE,4,4027,1
NE,4,4028,0
NE,4,4029,0
NE,4,4030,0
NE,4,4031,0
NE,4,4032,0
NE,4,4033,0
NE,4,4034,1
NE,4,4035,1
NE,4,4036,0
NE,4,4037,1
NE,4,4038,0
NE,4,4039,0
NE,4,4040,0
NE,4,4041,0
NE,4,4042,0
NE,4,4043,0
NE,4,4044,0
NE,4,4045,0
NE,4,4046,1
NE,4,4047,0
NE,4,4048,0
NE,4,4049,1
NE,4,4050,0
NE,4,4051,0
NE,4,4052,0
NE,4,4053,0
NE,4,4054,0
NE,4,4055,0
NE,4,4056,0
NE,4,4057,0
NE,4,4058,1
NE,4,4059,0
NE,4,4060,0
NE,4,4061,1
NE,4,4062,0
NE,4,4063,0
NE,4,4064,0
NE,4,4065,0
NE,4,4066,0
NE,4,4067,0
NE,4,4068,0
NE,4,4069,1
NE,4,4070,0
NE,4,4071,1
NE,4,4072,0
NE,4,4073,1
NE,4,4074,1
NE,4,4075,0
NE,4,4076,0
NE,4,4077,0
NE,4,4078,0
NE,4,4079,0
NE,4,4080,0
NE,4,4081,0
NE,4,4082,0
NE,4,4083,0
NE,4,4084,1
NE,4,4085,1
NE,4,4086,0
NE,4,4087,0
NE,4,4088,0
NE,4,4089,0
NE,4,4090,0
NE,4,4091,0
NE,4,4092,0
NE,4,4093,1
NE,4,4094,0
NE,4,4095,0
NE,4,4096,0
NE,4,4097,0
NE,4,4098,0
NE,4,4099,0
NE,4,4100,0
NE,4,4101,1
NE,4,4102,0
NE,4,4103,0
NE,4,4104,1
NE,4,4105,0
NE,4,4106,0
NE,4,4107,1
NE,4,4108,0
NE,4,4109,0
NE,4,4110,0
NE,4,4111,0
NE,4,4112,0
NE,4,4113,0
NE,4,4114,0
NE,4,4115,0
NE,4,4116,0
NE,4,4117,1
NE,4,4118,0
NE,4,4119,1
NE,4,4120,0
NE,4,4121,0
NE,4,4122,0
NE,4,4123,0
NE,4,4124,0
NE,4,4125,1
NE,4,4126,0
NE,4,4127,1
NE,4,4128,1
NE,4,4129,0
NE,4,4130,0
NE,4,4131,0
NE,4,4132,1
NE,4,4133,0
NE,4,4134,1
NE,4,4135,0
NE,4,4136,1
NE,4,4137,0
NE,4,4138,1
NE,4,4139,0
NE,4,4140,1
NE,4,4141,0
NE,4,4142,0
NE,4,4143,0
NE,4,4144,0
NE,4,4145,1
NE,4,4146,0
NE,4,4147,0
NE,4,4148,1
NE,4,4149,0
NE,4,4150,0
NE,4,4151,0
NE,4,4152,1
NE,4,4153,0
NE,4,4154,1
NE,4,4155,1
NE,4,4156,0
NE,4,4157,0
NE,4,4158,0
NE,4,4159,0
NE,4,4160,1
NE,4,4161,0
NE,4,4162,0
NE,4,4163,0
NE,4,4164,0
NE,4,4165,0
NE,4,4166,1
NE,4,4167,0
NE,4,4168,0
NE,4,4169,0
NE,4,4170,1
NE,4,4171,1
NE,4,4172,0
NE,4,4173,0
NE,4,4174,1
NE,4,4175,0
NE,4,4176,1
NE,4,4177,0
NE,4,4178,0
NE,4,4179,0
NE,4,4180,0
NE,4,4181,0
NE,4,4182,0
NE,4,4183,0
NE,4,4184,0
NE,4,4185,0
NE,4,4186,0
NE,4,4187,1
NE,4,4188,0
NE,4,4189,0
NE,4,4190,0
NE,4,4191,0
NE,4,4192,0
NE,4,4193,0
NE,4,4194,0
NE,4,4195,0
NE,4,4196,0
NE,4,4197,0
NE,4,4198,0
NE,4,4199,0
NE,4,4200,0
NE,4,4201,0
NE,4,4202,0
NE,4,4203,0
NE,4,4204,0
NE,4,4205,0
NE,4,4206,0
NE,4,4207,1
NE,4,4208,0
NE,4,4209,1
NE,4,4210,0
NE,4,4211,1
NE,4,4212,0
NE,4,4213,0
NE,4,4214,0
NE,4,4215,0
NE,4,4216,0
NE,4,4217,0
NE,4,4218,0
NE,4,4219,0
NE,4,4220,0
NE,4,4221,0
NE,4,4222,0
NE,4,4223,1
NE,4,4224,1
NE,4,4225,0
NE,4,4226,1
NE,4,4227,0
NE,4,4228,0
NE,4,4229,1
NE,4,4230,1
NE,4,4231,0
NE,4,4232,0
NE,4,4233,0
NE,4,4234,0
NE,4,4235,0
NE,4,4236,0
NE,4,4237,1
NE,4,4238,0
NE,4,4239,0
NE,4,4240,1
NE,4,4241,0
NE,4,4242,0
NE,4,4243,0
NE,4,4244,1
NE,4,4245,0
NE,4,4246,0
NE,4,4247,1
NE,4,4248,0
NE,4,4249,0
NE,4,4250,1
NE,4,4251,1
NE,4,4252,0
NE,4,4253,1
NE,4,4254,1
NE,4,4255,0
NE,4,4256,0
NE,4,4257,1
NE,4,4258,0
NE,4,4259,1
NE,4,4260,0
NE,4,4261,0
NE,4,4262,0
NE,4,4263,1
NE,4,4264,0
NE,4,4265,0
NE,4,4266,0
NE,4,4267,1
NE,4,4268,0
NE,4,4269,0
NE,4,4270,1
NE,4,4271,0
NE,4,4272,1
NE,4,4273,0
NE,4,4274,0
NE,4,4275,1
NE,4,4276,0
NE,4,4277,0
NE,4,4278,0
NE,4,4279,0
NE,4,4280,0
NE,4,4281,0
NE,4,4282,0
NE,4,4283,0
NE,4,4284,0
NE,4,4285,0
NE,4,4286,0
NE,4,4287,0
NE,4,4288,0
NE,4,4289,0
NE,4,4290,0
NE,4,4291,0
NE,4,4292,1
NE,4,4293,0
NE,4,4294,0
NE,4,4295,1
NE,4,4296,1
NE,4,4297,0
NE,4,4298,0
NE,4,4299,0
NE,4,4300,0
NE,4,4301,0
NE,4,4302,0
NE,4,4303,1
NE,4,4304,1
NE,4,4305,0
NE,4,4306,0
NE,4,4307,0
NE,4,4308,0
NE,4,4309,1
NE,4,4310,0
NE,4,4311,0
NE,4,4312,0
NE,4,4313,0
NE,4,4314,0
NE,4,4315,0
NE,4,4316,0
NE,4,4317,0
NE,4,4318,1
NE,4,4319,0
NE,4,4320,0
NE,4,4321,0
NE,4,4322,0
NE,4,4323,0
NE,4,4324,0
NE,4,4325,0
NE,4,4326,0
NE,4,4327,0
NE,4,4328,1
NE,4,4329,0
NE,4,4330,0
NE,4,4331,1
NE,4,4332,0
NE,4,4333,1
NE,4,4334,0
NE,4,4335,0
NE,4,4336,1
NE,4,4337,1
NE,4,4338,0
NE,4,4339,0
NE,4,4340,0
NE,4,4341,0
NE,4,4342,0
NE,4,4343,0
NE,4,4344,0
NE,4,4345,1
NE,4,4346,0
NE,4,4347,0
NE,4,4348,1
NE,4,4349,0
NE,4,4350,0
NE,4,4351,0
NE,4,4352,0
NE,4,4353,0
NE,4,4354,0
NE,4,4355,1
NE,4,4356,0
NE,4,4357,0
NE,4,4358,1
NE,4,4359,1
NE,4,4360,0
NE,4,4361,0
NE,4,4362,1
NE,4,4363,0
NE,4,4364,0
NE,4,4365,0
NE,4,4366,0
NE,4,4367,0
NE,4,4368,0
NE,4,4369,0
NE,4,4370,0
NE,4,4371,0
NE,4,4372,0
NE,4,4373,0
NE,4,4374,0
NE,4,4375,0
NE,4,4376,0
NE,4,4377,1
NE,4,4378,1
NE,4,4379,0
NE,4,4380,0
NE,4,4381,1
NE,4,4382,1
NE,4,4383,0
NE,4,4384,0
NE,4,4385,1
NE,4,4386,0
NE,4,4387,1
NE,4,4388,0
NE,4,4389,1
NE,4,4390,0
NE,4,4391,1
NE,4,4392,0
NE,4,4393,0
NE,4,4394,1
NE,4,4395,1
NE,4,4396,0
NE,4,4397,0
NE,4,4398,1
NE,4,4399,1
NE,4,4400,0
NE,4,4401,0
NE,4,4402,0
NE,4,4403,1
NE,4,4404,0
NE,4,4405,0
NE,4,4406,1
NE,4,4407,0
NE,4,4408,0
NE,4,4409,0
NE,4,4410,0
NE,4,4411,0
NE,4,4412,0
NE,4,4413,0
NE,4,4414,0
NE,4,4415,0
NE,4,4416,1
NE,4,4417,0
NE,4,4418,1
NE,4,4419,0
NE,4,4420,0
NE,4,4421,0
NE,4,4422,0
NE,4,4423,0
NE,4,4424,1
NE,4,4425,0
NE,4,4426,1
NE,4,4427,1
NE,4,4428,0
NE,4,4429,0
NE,4,4430,1
NE,4,4431,0
NE,4,4432,1
NE,4,4433,0
NE,4,4434,1
NE,4,4435,1
NE,4,4436,0
NE,4,4437,0
NE,4,4438,0
NE,4,4439,1
NE,4,4440,1
NE,4,4441,1
NE,4,4442,0
NE,4,4443,0
NE,4,4444,0
NE,4,4445,0
NE,4,4446,0
NE,4,4447,0
NE,4,4448,1
NE,4,4449,0
NE,4,4450,1
NE,4,4451,1
NE,4,4452,0
NE,4,4453,0
NE,4,4454,0
NE,4,4455,0
NE,4,4456,1
NE,4,4457,0
NE,4,4458,0
NE,4,4459,1
NE,4,4460,1
NE,4,4461,0
NE,4,4462,0
NE,4,4463,0
NE,4,4464,0
NE,4,4465,0
NE,4,4466,1
NE,4,4467,1
NE,4,4468,0
NE,4,4469,0
NE,4,4470,0
NE,4,4471,0
NE,4,4472,1
NE,4,4473,1
NE,4,4474,1
NE,4,4475,0
NE,4,4476,0
NE,4,4477,0
NE,4,4478,0
NE,4,4479,0
NE,4,4480,0
NE,4,4481,0
NE,4,4482,1
NE,4,4483,0
NE,4,4484,0
NE,4,4485,1
NE,4,4486,0
NE,4,4487,0
NE,4,4488,0
NE,4,4489,0
NE,4,4490,1
NE,4,4491,0
NE,4,4492,0
NE,4,4493,0
NE,4,4494,1
NE,4,4495,0
NE,4,4496,1
NE,4,4497,0
NE,4,4498,0
NE,4,4499,1
NE,4,4500,0
NE,4,4501,0
NE,4,4502,0
NE,4,4503,0
NE,4,4504,0
NE,4,4505,0
NE,4,4506,0
NE,4,4507,0
NE,4,4508,0
NE,4,4509,0
NE,4,4510,1
NE,4,4511,0
NE,4,4512,1
NE,4,4513,0
NE,4,4514,1
NE,4,4515,0
NE,4,4516,1
NE,4,4517,0
NE,4,4518,0
NE,4,4519,0
NE,4,4520,0
NE,4,4521,1
NE,4,4522,1
NE,4,4523,1
NE,4,4524,0
NE,4,4525,0
NE,4,4526,0
NE,4,4527,1
NE,4,4528,0
NE,4,4529,1
NE,4,4530,0
NE,4,4531,0
NE,4,4532,0
NE,4,4533,1
NE,4,4534,0
NE,4,4535,0
NE,4,4536,0
NE,4,4537,1
NE,4,4538,0
NE,4,4539,0
NE,4,4540,0
NE,4,4541,1
NE,4,4542,1
NE,4,4543,1
NE,4,4544,0
NE,4,4545,1
NE,4,4546,0
NE,4,4547,1
NE,4,4548,1
NE,4,4549,1
NE,4,4550,0
NE,4,4551,0
NE,4,4552,0
NE,4,4553,0
NE,4,4554,1
NE,4,4555,0
NE,4,4556,0
NE,4,4557,1
NE,4,4558,0
NE,4,4559,0
NE,4,4560,1
NE,4,4561,0
NE,4,4562,1
NE,4,4563,1
NE,4,4564,0
NE,4,4565,0
NE,4,4566,0
NE,4,4567,1
NE,4,4568,0
NE,4,4569,0
NE,4,4570,1
NE,4,4571,0
NE,4,4572,0
NE,4,4573,0
NE,4,4574,0
NE,4,4575,0
NE,4,4576,0
NE,4,4577,0
NE,4,4578,1
NE,4,4579,0
NE,4,4580,0
NE,4,4581,1
NE,4,4582,0
NE,4,4583,0
NE,4,4584,1
NE,4,4585,0
NE,4,4586,0
NE,4,4587,0
NE,4,4588,1
NE,4,4589,0
NE,4,4590,0
NE,4,4591,0
NE,4,4592,0
NE,4,4593,1
NE,4,4594,0
NE,4,4595,1
NE,4,4596,0
NE,4,4597,0
NE,4,4598,0
NE,4,4599,1
NE,4,4600,0
NE,4,4601,0
NE,4,4602,0
NE,4,4603,0
NE,4,4604,1
NE,4,4605,0
NE,4,4606,0
NE,4,4607,0
NE,4,4608,0
NE,4,4609,0
NE,4,4610,0
NE,4,4611,0
NE,4,4612,0
NE,4,4613,0
NE,4,4614,1
NE,4,4615,0
NE,4,4616,0
NE,4,4617,1
NE,4,4618,0
NE,4,4619,0
NE,4,4620,1
NE,4,4621,0
NE,4,4622,0
NE,4,4623,0
NE,4,4624,0
NE,4,4625,0
NE,4,4626,0
NE,4,4627,0
NE,4,4628,0
NE,4,4629,0
NE,4,4630,1
NE,4,4631,1
NE,4,4632,0
NE,4,4633,1
NE,4,4634,0
NE,4,4635,1
NE,4,4636,0
NE,4,4637,0
NE,4,4638,0
NE,4,4639,1
NE,4,4640,1
NE,4,4641,0
NE,4,4642,0
NE,4,4643,0
NE,4,4644,1
NE,4,4645,1
NE,4,4646,0
NE,4,4647,1
NE,4,4648,0
NE,4,4649,0
NE,4,4650,0
NE,4,4651,1
NE,4,4652,0
NE,4,4653,0
NE,4,4654,0
NE,4,4655,0
NE,4,4656,0
NE,4,4657,0
NE,4,4658,0
NE,4,4659,0
NE,4,4660,0
NE,4,4661,0
NE,4,4662,0
NE,4,4663,0
NE,4,4664,0
NE,4,4665,0
NE,4,4666,0
NE,4,4667,0
NE,4,4668,1
NE,4,4669,0
NE,4,4670,1
NE,4,4671,0
NE,4,4672,0
NE,4,4673,1
NE,4,4674,0
NE,4,4675,0
NE,4,4676,0
NE,4,4677,0
NE,4,4678,1
NE,4,4679,1
NE,4,4680,0
NE,4,4681,0
NE,4,4682,0
NE,4,4683,0
NE,4,4684,1
NE,4,4685,0
NE,4,4686,0
NE,4,4687,0
NE,4,4688,0
NE,4,4689,1
NE,4,4690,0
NE,4,4691,1
NE,4,4692,0
NE,4,4693,0
NE,4,4694,0
NE,4,4695,0
NE,4,4696,0
NE,4,4697,0
NE,4,4698,1
NE,4,4699,0
NE,4,4700,1
NE,4,4701,0
NE,4,4702,1
NE,4,4703,0
NE,4,4704,0
NE,4,4705,1
NE,4,4706,0
NE,4,4707,0
NE,4,4708,0
NE,4,4709,0
NE,4,4710,0
NE,4,4711,0
NE,4,4712,0
NE,4,4713,0
NE,4,4714,1
NE,4,4715,0
NE,4,4716,0
NE,4,4717,1
NE,4,4718,0
NE,4,4719,0
NE,4,4720,0
NE,4,4721,0
NE,4,4722,0
NE,4,4723,0
NE,4,4724,0
NE,4,4725,0
NE,4,4726,1
NE,4,4727,0
NE,4,4728,1
NE,4,4729,0
NE,4,4730,1
NE,4,4731,0
NE,4,4732,0
NE,4,4733,0
NE,4,4734,0
NE,4,4735,0
NE,4,4736,0
NE,4,4737,0
NE,4,4738,0
NE,4,4739,1
NE,4,4740,0
NE,4,4741,0
NE,4,4742,1
NE,4,4743,0
NE,4,4744,0
NE,4,4745,1
NE,4,4746,0
NE,4,4747,0
NE,4,4748,0
NE,4,4749,0
NE,4,4750,1
NE,4,4751,0
NE,4,4752,0
NE,4,4753,0
NE,4,4754,1
NE,4,4755,0
NE,4,4756,1
NE,4,4757,1
NE,4,4758,0
NE,4,4759,1
NE,4,4760,0
NE,4,4761,0
NE,4,4762,1
NE,4,4763,0
NE,4,4764,0
NE,4,4765,0
NE,4,4766,1
NE,4,4767,0
NE,4,4768,0
NE,4,4769,1
NE,4,4770,0
NE,4,4771,1
NE,4,4772,0
NE,4,4773,1
NE,4,4774,0
NE,4,4775,0
NE,4,4776,0
NE,4,4777,1
NE,4,4778,0
NE,4,4779,0
NE,4,4780,0
NE,4,4781,1
NE,4,4782,1
NE,4,4783,0
NE,4,4784,0
NE,4,4785,1
NE,4,4786,1
NE,4,4787,0
NE,4,4788,0
NE,4,4789,1
NE,4,4790,0
NE,4,4791,0
NE,4,4792,0
NE,4,4793,0
NE,4,4794,0
NE,4,4795,0
NE,4,4796,0
NE,4,4797,0
NE,4,4798,1
NE,4,4799,0
NE,4,4800,0
NE,4,4801,1
NE,4,4802,1
NE,4,4803,0
NE,4,4804,1
NE,4,4805,0
NE,4,4806,0
NE,4,4807,0
NE,4,4808,0
NE,4,4809,0
NE,4,4810,0
NE,4,4811,0
NE,4,4812,1
NE,4,4813,0
NE,4,4814,1
NE,4,4815,0
NE,4,4816,0
NE,4,4817,1
NE,4,4818,0
NE,4,4819,0
NE,4,4820,1
NE,4,4821,1
NE,4,4822,0
NE,4,4823,0
NE,4,4824,0
NE,4,4825,1
NE,4,4826,0
NE,4,4827,0
NE,4,4828,0
NE,4,4829,0
NE,4,4830,1
NE,4,4831,0
NE,4,4832,1
NE,4,4833,0
NE,4,4834,0
NE,4,4835,0
NE,4,4836,0
NE,4,4837,0
NE,4,4838,0
NE,4,4839,0
NE,4,4840,1
NE,4,4841,0
NE,4,4842,0
NE,4,4843,1
NE,4,4844,1
NE,4,4845,0
NE,4,4846,0
NE,4,4847,0
NE,4,4848,1
NE,4,4849,0
NE,4,4850,0
NE,4,4851,0
NE,4,4852,0
NE,4,4853,1
NE,4,4854,0
NE,4,4855,0
NE,4,4856,0
NE,4,4857,0
NE,4,4858,0
NE,4,4859,0
NE,4,4860,0
NE,4,4861,1
NE,4,4862,0
NE,4,4863,0
NE,4,4864,1
NE,4,4865,0
NE,4,4866,1
NE,4,4867,0
NE,4,4868,1
NE,4,4869,1
NE,4,4870,0
NE,4,4871,0
NE,4,4872,0
NE,4,4873,0
NE,4,4874,0
NE,4,4875,0
NE,4,4876,0
NE,4,4877,0
NE,4,4878,1
NE,4,4879,0
NE,4,4880,0
NE,4,4881,0
NE,4,4882,1
NE,4,4883,0
NE,4,4884,1
NE,4,4885,1
NE,4,4886,0
NE,4,4887,0
NE,4,4888,0
NE,4,4889,0
NE,4,4890,1
NE,4,4891,1
NE,4,4892,1
NE,4,4893,0
NE,4,4894,0
NE,4,4895,0
NE,4,4896,0
NE,4,4897,1
NE,4,4898,0
NE,4,4899,0
NE,4,4900,0
NE,4,4901,0
NE,4,4902,0
NE,4,4903,0
NE,4,4904,0
NE,4,4905,1
NE,4,4906,1
NE,4,4907,1
NE,4,4908,0
NE,4,4909,0
NE,4,4910,0
NE,4,4911,0
NE,4,4912,0
NE,4,4913,0
NE,4,4914,1
NE,4,4915,1
NE,4,4916,0
NE,4,4917,1
NE,4,4918,0
NE,4,4919,0
NE,4,4920,0
NE,4,4921,0
NE,4,4922,0
NE,4,4923,0
NE,4,4924,1
NE,4,4925,1
NE,4,4926,0
NE,4,4927,0
NE,4,4928,0
NE,4,4929,1
NE,4,4930,0
NE,4,4931,0
NE,4,4932,1
NE,4,4933,0
NE,4,4934,1
NE,4,4935,0
NE,4,4936,0
NE,4,4937,0
NE,4,4938,0
NE,4,4939,0
NE,4,4940,0
NE,4,4941,0
NE,4,4942,0
NE,4,4943,0
NE,4,4944,0
NE,4,4945,0
NE,4,4946,1
NE,4,4947,1
NE,4,4948,0
NE,4,4949,0
NE,4,4950,0
NE,4,4951,0
NE,4,4952,0
NE,4,4953,0
NE,4,4954,0
NE,4,4955,0
NE,4,4956,0
NE,4,4957,1
NE,4,4958,0
NE,4,4959,0
NE,4,4960,0
NE,4,4961,0
NE,4,4962,0
NE,4,4963,0
NE,4,4964,0
NE,4,4965,1
NE,4,4966,1
NE,4,4967,0
NE,4,4968,0
NE,4,4969,0
NE,4,4970,0
NE,4,4971,1
NE,4,4972,0
NE,4,4973,0
NE,4,4974,0
NE,4,4975,1
NE,4,4976,0
NE,4,4977,0
NE,4,4978,1
NE,4,4979,1
NE,4,4980,0
NE,4,4981,0
NE,4,4982,0
NE,4,4983,0
NE,4,4984,0
NE,4,4985,0
NE,4,4986,1
NE,4,4987,0
NE,4,4988,1
NE,4,4989,0
NE,4,4990,0
NE,4,4991,0
NE,4,4992,1
NE,4,4993,0
NE,4,4994,1
NE,4,4995,1
NE,4,4996,0
NE,4,4997,0
NE,4,4998,0
NE,4,4999,0
NE,4,5000,0
NE,5,1,0
NE,5,2,0
NE,5,3,1
NE,5,4,0
NE,5,5,0
NE,5,6,0
NE,5,7,0
NE,5,8,0
NE,5,9,0
NE,5,10,0
NE,5,11,0
NE,5,12,0
NE,5,13,1
NE,5,14,0
NE,5,15,0
NE,5,16,0
NE,5,17,1
NE,5,18,0
NE,5,19,0
NE,5,20,0
NE,5,21,0
NE,5,22,0
NE,5,23,0
NE,5,24,0
NE,5,25,0
NE,5,26,0
NE,5,27,0
NE,5,28,0
NE,5,29,1
NE,5,30,1
NE,5,31,0
NE,5,32,0
NE,5,33,0
NE,5,34,1
NE,5,35,1
NE,5,36,0
NE,5,37,1
NE,5,38,0
NE,5,39,0
NE,5,40,1
NE,5,41,0
NE,5,42,0
NE,5,43,0
NE,5,44,0
NE,5,45,0
NE,5,46,0
NE,5,47,0
NE,5,48,1
NE,5,49,1
NE,5,50,0
NE,5,51,0
NE,5,52,1
NE,5,53,1
NE,5,54,0
NE,5,55,0
NE,5,56,0
NE,5,57,1
NE,5,58,0
NE,5,59,0
NE,5,60,0
NE,5,61,0
NE,5,62,1
NE,5,63,0
NE,5,64,0
NE,5,65,0
NE,5,66,0
NE,5,67,0
NE,5,68,1
NE,5,69,1
NE,5,70,0
NE,5,71,0
NE,5,72,0
NE,5,73,0
NE,5,74,0
NE,5,75,0
NE,5,76,0
NE,5,77,0
NE,5,78,0
NE,5,79,0
NE,5,80,0
NE,5,81,0
NE,5,82,0
NE,5,83,0
NE,5,84,0
NE,5,85,0
NE,5,86,0
NE,5,87,0
NE,5,88,1
NE,5,89,0
NE,5,90,0
NE,5,91,0
NE,5,92,0
NE,5,93,0
NE,5,94,0
NE,5,95,1
NE,5,96,0
NE,5,97,0
NE,5,98,0
NE,5,99,0
NE,5,100,0
NE,5,101,0
NE,5,102,0
NE,5,103,0
NE,5,104,0
NE,5,105,1
NE,5,106,1
NE,5,107,0
NE,5,108,0
NE,5,109,0
NE,5,110,0
NE,5,111,0
NE,5,112,0
NE,5,113,0
NE,5,114,1
NE,5,115,0
NE,5,116,1
NE,5,117,0
NE,5,118,0
NE,5,119,0
NE,5,120,0
NE,5,121,0
NE,5,122,0
NE,5,123,0
NE,5,124,0
NE,5,125,0
NE,5,126,0
NE,5,127,0
NE,5,128,0
NE,5,129,0
NE,5,130,0
NE,5,131,0
NE,5,132,0
NE,5,133,0
NE,5,134,0
NE,5,135,1
NE,5,136,0
NE,5,137,1
NE,5,138,0
NE,5,139,0
NE,5,140,1
NE,5,141,0
NE,5,142,1
NE,5,143,0
NE,5,144,0
NE,5,145,0
NE,5,146,1
NE,5,147,0
NE,5,148,0
NE,5,149,1
NE,5,150,0
NE,5,151,0
NE,5,152,0
NE,5,153,0
NE,5,154,0
NE,5,155,0
NE,5,156,1
NE,5,157,0
NE,5,158,0
NE,5,159,0
NE,5,160,0
NE,5,161,0
NE,5,162,0
NE,5,163,0
NE,5,164,1
NE,5,165,1
NE,5,166,0
NE,5,167,0
NE,5,168,0
NE,5,169,0
NE,5,170,0
NE,5,171,1
NE,5,172,0
NE,5,173,0
NE,5,174,0
NE,5,175,0
NE,5,176,0
NE,5,177,0
NE,5,178,0
NE,5,179,1
NE,5,180,0
NE,5,181,0
NE,5,182,0
NE,5,183,0
NE,5,184,0
NE,5,185,0
NE,5,186,1
NE,5,187,1
NE,5,188,0
NE,5,189,0
NE,5,190,0
NE,5,191,0
NE,5,192,0
NE,5,193,0
NE,5,194,0
NE,5,195,0
NE,5,196,0
NE,5,197,1
NE,5,198,0
NE,5,199,1
NE,5,200,0
NE,5,201,0
NE,5,202,0
NE,5,203,0
NE,5,204,0
NE,5,205,0
NE,5,206,0
NE,5,207,0
NE,5,208,0
NE,5,209,1
NE,5,210,0
NE,5,211,1
NE,5,212,0
NE,5,213,0
NE,5,214,0
NE,5,215,0
NE,5,216,0
NE,5,217,0
NE,5,218,0
NE,5,219,0
NE,5,220,0
NE,5,221,0
NE,5,222,1
NE,5,223,0
NE,5,224,0
NE,5,225,0
NE,5,226,0
NE,5,227,0
NE,5,228,0
NE,5,229,0
NE,5,230,0
NE,5,231,0
NE,5,232,0
NE,5,233,0
NE,5,234,0
NE,5,235,0
NE,5,236,0
NE,5,237,0
NE,5,238,0
NE,5,239,0
NE,5,240,1
NE,5,241,0
NE,5,242,0
NE,5,243,0
NE,5,244,1
NE,5,245,0
NE,5,246,0
NE,5,247,1
NE,5,248,0
NE,5,249,0
NE,5,250,0
NE,5,251,1
NE,5,252,0
NE,5,253,0
NE,5,254,1
NE,5,255,0
NE,5,256,1
NE,5,257,1
NE,5,258,0
NE,5,259,1
NE,5,260,0
NE,5,261,1
NE,5,262,0
NE,5,263,0
NE,5,264,0
NE,5,265,1
NE,5,266,0
NE,5,267,0
NE,5,268,0
NE,5,269,0
NE,5,270,0
NE,5,271,0
NE,5,272,0
NE,5,273,0
NE,5,274,0
NE,5,275,1
NE,5,276,1
NE,5,277,0
NE,5,278,0
NE,5,279,0
NE,5,280,0
NE,5,281,1
NE,5,282,0
NE,5,283,0
NE,5,284,1
NE,5,285,0
NE,5,286,0
NE,5,287,1
NE,5,288,0
NE,5,289,0
NE,5,290,1
NE,5,291,0
NE,5,292,0
NE,5,293,0
NE,5,294,0
NE,5,295,0
NE,5,296,0
NE,5,297,1
NE,5,298,0
NE,5,299,0
NE,5,300,0
NE,5,301,1
NE,5,302,0
NE,5,303,0
NE,5,304,0
NE,5,305,0
NE,5,306,0
NE,5,307,0
NE,5,308,0
NE,5,309,0
NE,5,310,0
NE,5,311,0
NE,5,312,0
NE,5,313,0
NE,5,314,0
NE,5,315,0
NE,5,316,0
NE,5,317,1
NE,5,318,0
NE,5,319,0
NE,5,320,1
NE,5,321,0
NE,5,322,0
NE,5,323,0
NE,5,324,0
NE,5,325,0
NE,5,326,0
NE,5,327,1
NE,5,328,0
NE,5,329,0
NE,5,330,0
NE,5,331,0
NE,5,332,0
NE,5,333,0
NE,5,334,0
NE,5,335,0
NE,5,336,0
NE,5,337,0
NE,5,338,1
NE,5,339,0
NE,5,340,0
NE,5,341,0
NE,5,342,1
NE,5,343,0
NE,5,344,0
NE,5,345,0
NE,5,346,0
NE,5,347,0
NE,5,348,1
